Channel Title,Channel Username,ID,Message,Date,Media Path
Sheger online-store,@Shageronlinestore,7657,"💥All in one table lamp socket

✨elevate your work place with all in one
✨3 light color desk lamp
✨this multifunctional desk lamp is designed to enhence your productivity and style
✨you can now charge your device with out the need of extra adaptors
✨available in different colors

     ዋጋ:-1900ብር✅

❌ውስን ፍሬ ነው ያለን

🏢 አድራሻ ቁ.1 👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819
🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2025-07-23 07:44:20+00:00,
Sheger online-store,@Shageronlinestore,7656,,2025-07-23 07:44:20+00:00,photos/@Shageronlinestore_7656.jpg
Sheger online-store,@Shageronlinestore,7655,,2025-07-23 07:44:20+00:00,photos/@Shageronlinestore_7655.jpg
Sheger online-store,@Shageronlinestore,7654,,2025-07-23 07:44:20+00:00,photos/@Shageronlinestore_7654.jpg
Sheger online-store,@Shageronlinestore,7653,,2025-07-23 07:44:20+00:00,photos/@Shageronlinestore_7653.jpg
Sheger online-store,@Shageronlinestore,7652,"💥All in one table lamp socket

✨elevate your work place with all in one
✨3 light color desk lamp
✨this multifunctional desk lamp is designed to enhence your productivity and style
✨you can now charge your device with out the need of extra adaptors
✨available in different colors

     ዋጋ:-1900ብር✅✅

❌ውስን ፍሬ ነው ያለን

🏢 አድራሻ ቁ.1 👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819
🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2025-07-23 07:44:19+00:00,photos/@Shageronlinestore_7652.jpg
Sheger online-store,@Shageronlinestore,7651,"🎯Spa Gel Socks

🔰ለእግር ልስላሴ 
🔰ለሚሰነጣጠቅ እግር
🔰ድርቀትን የሚያለሰልስ
🔰የሚታጠብ

✅በቀን ከ20-30 ደቂቃ ብንጠቀመው የእግራችንን ልስላሴ ሙሉ በሙሉ መመለስ ይቻላል

ዋጋ፦  💰🏷  500 ብር

📍ውስን ፍሬ ነው ያለን/ Limited Stock

🏢 አድራሻ  👉 ቁ.1,👉መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A (ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214



👍ለቡ ቅርንጫፍ📲0973611819

     💧💧💧💧


    📲 0909522840
    📲 0923350054

🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore",2025-07-22 12:19:50+00:00,
Sheger online-store,@Shageronlinestore,7650,"❇️  Rechargeable Mini Sealer with cutter 

👍Easy to use
⚡️ የላስቲክ ማሸጊያ
⚡️ፍራፍሬ ፣ስጋ ፣ጥራጥሬ፣ ፈሳሽ ነገሮችን ለማሸግ በጣም ተመራጭ   
⚡️በቀላሉ ይዞ ለመንቀሳቀስ አመቺ️
⚡️በቻርጅ የሚሰራ️

     ዋጋ:-600ብር✅

🔠ዉስን ፍሬ ነው ያለን
🔠 limited stock

🏢 አድራሻ ቁ.1 👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819

🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2025-07-22 08:57:33+00:00,
Sheger online-store,@Shageronlinestore,7649,"❇️  Rechargeable Mini Sealer with cutter 

👍Easy to use
⚡️ የላስቲክ ማሸጊያ
⚡️ፍራፍሬ ፣ስጋ ፣ጥራጥሬ፣ ፈሳሽ ነገሮችን ለማሸግ በጣም ተመራጭ   
⚡️በቀላሉ ይዞ ለመንቀሳቀስ አመቺ️
⚡️በቻርጅ የሚሰራ️

     ዋጋ:-600ብር✅

🔠ዉስን ፍሬ ነው ያለን
🔠 limited stock

🏢 አድራሻ ቁ.1 👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819

🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2025-07-22 08:57:33+00:00,
Sheger online-store,@Shageronlinestore,7648,"💥Saachi 3 in 1 Blender / Grinder

የጁስ የቡና የቅመም መፍጫ 

🔰SAACHI Blender with 1.6 liters of capacity.
🔰 Three pieces : Glass Blender , Plastic Blender and Chopper.
🔰 5 speed function with high quality stainless steel blades.
🔰watt 350w

🔰 ከ 1 አመት ዋስትና ጋር

ዋጋ፦  💰🏷  5500ብር

🏢 አድራሻ ቁ.1 👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን 100ሜ ወደ ሙዚቃ ቤት ከፍ ብሎ  #ዛም_ሞል 2ኛ ፎቅ ቢሮ.ቁ 214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819


🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2025-07-22 07:52:57+00:00,photos/@Shageronlinestore_7648.jpg
